20041006,"['DoT', 'notice', 'illegal', 'routing', 'calls']",1
20041007,"['Infocomm', 'IPO', 'next', 'year']",1
20041008,"['BSNL', 'call', 'routing', 'row', 'continues']",0
20041015,"['Info', 'pays', '60', 'cr', 'BSNL']",1
20041018,"['ONGC', 'greenest', 'companies']",0
20041021,"['Energy', 'Q2', 'net', 'rises', '44', 'pc', '128', 'cr']",0
20041026,"['BSNL', 'fines', 'Infocomm', 'cr']",1
20041105,"['plea', 'row', 'BSNL', 'rejected']",0
20041105,"['Court', 'provides', 'relief', 'Infocomm']",0
20041116,"['invest', ';', 'cr', 'MP']",0
20041116,"['finds', 'gas', 'east', 'coast']",0
20041118,"['UP', 'govt', 'razes', 'tower']",1
20041123,"['Mukesh', 'may', 'recast', 'board']",0
20041125,"['Sebi', 'take', 'issue', 'bourses']",0
20041130,"['longer', 'drags', 'market']",1
20041130,"['rift', 'Dadri', 'cause']",1
20041201,"['All', 'companies', 'stocks', 'bounce', 'back']",1
20041201,"['Info', 'unveils', 'plans', 'Bengal']",1
20041202,"['shadow', 'UP', 'Energy', 'meeting']",1
20041203,"['stuck', 'overhead', 'cables']",1
20041203,"['Pay', '84.7', 'cr', 'BSNL', 'SC', 'asks', 'Infocomm']",1
20041203,"['SC', 'Infocomm', 'pay', '84', 'crore', 'BSNL']",1
20041203,"['Petrol', 'pumps', 'reject', 'fuel', 'say', 'short-changed']",1
20041210,"['Was', 'Info', 'undervalued']",0
20041210,"['Sensex', 'falls', 'share', 'slump']",0
20041214,"['row', 'SEBI', 'steps']",1
20041215,"['Anil', 'demands', 'board', 'meeting']",0
20041216,"['Info', 'case', 'listed', 'Jan', 'SC']",0
20041216,"['BSNL', 'opposes', 'Infocomm', 'payment']",0
20041216,"['Info', 'offers', 'bank', 'guarantee', 'BSNL']",0
20041217,"['Morari', 'Bapu', 'havan', 'postponed']",0
20041224,"['DoT', 'imposes', 'penalty', 'Info']",1
20041227,"['Will', 'family', 'smile']",1
20041227,"['board', 'meet', 'begins', 'Mumbai']",1
20041227,"['scrip', 'new', 'high', 'buyback', 'offer']",1
20050107,"['Dividing', 'wo', 'easy']",1
20050111,"['Sebi', 'okays', 'buyback', 'queries']",0
20050111,"['proposes', 'tech', 'varsity', 'near', 'Rajkot']",0
20050118,"['RIL', 'appoint', 'majority', 'directors', 'Energy']",1
20050120,"['Info', 'gets', 'temporary', 'relief', 'TDSAT']",0
20050125,"['Info', 'violated', 'norms', 'Maran']",0
20050204,"['Info', 'misrepresented', 'facts', 'Govt']",1
20050204,"['Infocomm', 'fudged', 'facts']",1
20050210,"['Cong', 'reluctant', 'target', 'Mahajan', 'shares']",1
20050214,"['Info', 'denies', 'links', 'Mahajan']",1
20050216,"['Deora', 'companies', 'returned', 'equity', 'Info']",1
20050303,"['Comm', 'sells', 'entire', 'stake', 'ONGC']",1
20050304,"['Info', 'played', 'foul', 'tribunal']",1
20050307,"['Info', 'pays', '150', 'cr', 'fine', 'DoT']",1
20050309,"['Infocomm', 'expansion', 'mode']",1
20050310,"['Info', 'pay', '125', 'crore', 'MTNL']",0
20050316,"['Nirupam', 'raises', 'issue', 'RS']",0
20050407,"['Info', 'pull', 'plug', '9.3L', 'users']",1
20050426,"['Institutional', 'holdings', 'shift', 'group']",1
20050427,"['It', 'Eleven', 'vs', 'Anil']",1
20050427,['profit'],1
20050427,"['XI', 'vs', 'Anil', 'Ambani']",1
20050504,"['Mukesh', 'takes', 'spat', 'PM', 'court']",1
20050510,"['eyes', 'ICI', 'Pak', 'unit']",1
20050519,"['offered', 'quit']",1
20050613,"['Call', 'routing', 'Agencies', 'probe', 'Info', 'documents']",1
20050615,"['Sonia', 'fire', 'using', 'plane']",1
20050627,"['stocks', 'lift', 'sensex']",1
20050629,"['Infocomm', 'deploys', 'high', 'capacity', 'gateway']",0
20050805,"['What', 'split', 'mean']",0
20050805,"['gives', 'rebate', 'oil', 'marketing', 'cos']",0
20050920,"['says', 'number', 'portability']",0
20050922,"['buy', 'Navi', 'Mumbai', 'SEZ']",0
20050927,"['engr', 'contractor', 'shot', 'Bahadurpur']",1
20051003,"['PM', 'redefines', 'self-reliance', 'India']",0
20051020,"['Energy', 'Q2', 'net', '25', '160', 'crore']",1
20051027,"['Ind', 'Q2', 'net', 'jumps', '42']",0
20051108,"['enters', 'IIMs']",1
20051111,"['Info', 'launches', 'new', 'schemes', 'TN']",1
20051124,"['HC', 'hear', 'demerger', 'scheme', 'Friday']",1
20051213,"['Info', 'China', 'Tele', 'join', 'hands']",1
20051227,"['demerger', 'hit', 'sensex']",1
20051229,"['malls', 'debut', 'Gujarat']",1
20060102,"['Cap', 'RCV', 'merge', 'ratio']",1
20060116,"['Former', 'MCI', 'V-P', 'joins', 'Info']",0
20060118,"['Energy', 'Q3', 'net', '23', 'per', 'cent', '165', 'crore']",0
20060123,"['Times', 'Now', 'goes', 'live', 'mobile']",0
20060124,"['Petro', 'lines', 'IPO']",1
20060202,"['Airport', 'revamp', 'knocks', 'doors', 'Delhi', 'High', 'Court']",0
20060202,"['questions', 'AAI', 'Chief', 'role', 'airport', 'bidding']",0
20060203,"['alleges', 'rigging', 'airport', 'bids', 'goes', 'court']",0
20060206,"['Listing', 'board', 'revamp', 'dominate', 'feud']",1
20060207,"['pay', '40cr', 'BSNL']",1
20060214,"['GMR', 'bid', 'raises', 'Manila', 'dirt']",1
20060216,"['Petro', 'raises', '1.5-b', 'overseas', 'debt']",0
20060217,"['eyes', 'Gujarat', 'govt', 'GACL', 'stake']",0
20060221,"['Anil', 'gears', 'Comm', 'IPO']",1
20060306,"['Comm', 'lists', 'NSE', 'BSE', 'ends', 'flat']",1
20060306,"['Petro', 'files', 'IPO']",1
20060308,"['Petro', 'borrow', '10', 'cr']",0
20060316,"['EIL', 'refinery', 'plan', 'draws', 'practice']",1
20060324,"['workers', 'clash']",1
20060404,"['Delhi', 'HC', 'rejects', 'plea']",1
20060405,"['windfall', 'held', 'stock']",1
20060420,"['Market', 'rides', 'boom', 'scale']",1
20060420,"['Petro', 'IPO', 'creates', 'record']",1
20060421,"['Armani', 'may', 'pick', 'India', 'foray']",0
20060424,"['moves', 'SC', 'airport', 'issue']",1
20060424,"['challenges', 'HC', 'airport', 'order', 'SC']",1
20060502,"['Comm', 'set', 'enter', 'sensex']",1
20060518,"['bags', 'Mumbai', 'Metro', 'Phase-I']",0
20060531,"['bags', 'oil', 'block', 'East', 'Timor']",0
20060531,"['charts', ';', 'plan', 'Bengal']",0
20060601,"['SC', 'adjourns', 'Airport']",1
20060613,"['Communication', 'slips']",0
20060619,"['signs', 'SEZ', 'deal', 'Haryana']",0
20060627,"['vs', 'bhajiwala', '60', 'stores', 'year-end']",0
20060628,"['plans', 'big', 'agri', 'biz', 'Punjab']",0
20060629,"['Amex', 'India', 'chief', 'join', 'Retail']",1
20060629,"['mangoes', 'make', 'Harrods']",1
20060707,"['pips', 'Rahejas', 'realty', 'battle']",1
20060720,"['Q1', 'net', '10']",0
20060721,"['grand', 'plans', 'Orissa']",1
20060721,"['sends', 'SOS', 'market', 'share', 'slides']",1
20060803,"['Govt', 'pegs', 'loss', '7.5', 'gas', 'deal']",0
20060817,"['TPC', 'fail', 'agree', 'power', 'pact']",1
20060914,"['sets', 'sights', 'Brazil', 'Ethanol']",1
20060925,"['Market', 'flat', 'Tata', 'Motors', 'stocks']",1
20060926,"['Market', 'recovers', 'HDFC', 'stocks']",1
20061012,"['JV', 'sells', '20', 'Bandra-Kurla', 'Complex']",1
20061023,"['may', 'set', 'sail', 'logistics', 'arm']",0
20061030,"['Fresh', 'set', 'debut', 'Hyderabad']",1
20061030,"['Comm', 'net', 'surges', '720', 'cr']",1
20061116,"['Brokers', 'reduce', 'rates', 'fight', 'Money']",0
20061207,"['Retail', 'plans', 'sell', 'jeans', '199']",1
20061207,"['gas', 'AP', 'tread', 'cautious', 'path']",1
20061212,"['Life', 'plans', '900', 'cr', 'biotech', 'foray']",0
20061212,"['brokerage', 'suspended', 'Sebi']",0
20061227,"['shareholders', 'rejoice']",1
20061227,"['Ambanis', 'paid']",1
20061228,"['throws', 'hat', 'Hutch-Essar', 'ring']",1
20070103,"['MF', 'outpaces', 'others', '2006', 'growth']",1
20070111,"['malls', 'may', 'offer', 'car', 'servicing']",1
20070111,"['Vodafone', 'open', 'partnering', 'Comm']",1
20070208,"['Life', 'buys', 'UK', 'co', '14', '6m']",1
20070220,"['explore', 'tieups', 'Chevron']",1
20070313,"['Ind', 'makes', 'two', 'gas', 'finds']",0
20070409,"['Retail', 'gets', 'land', 'Bengal', 'sans', 'resistance']",1
20070412,"['Cap', 'enters', 'broking', 'biz']",0
20070419,"['Customers', 'block', 'office', 'MP']",1
20070426,"['Energy', 'Q4', 'PAT', 'increases', '40', 'per', 'cent']",1
20070427,"['gets', 'toehold', 'Kolkata']",0
20070504,"['Money', 'market', 'gold', 'coins']",1
20070511,"['logs', 'social', 'networking']",0
20070514,"['Capital', 'acquires', 'per', 'cent', 'stake', 'Network', '18']",1
20070514,"['Blackberry', 'network', 'soon']",1
20070517,"['retail', 'rollout', 'June']",1
20070522,"['cuts', 'roaming', 'rates', '70']",1
20070522,"['cuts', 'roaming', 'rates', '40', 'paise', 'min']",1
20070523,"['cuts', 'ISD', 'rates', 'Gulf']",1
20070523,"['After', 'Ranchi', 'another', 'Fresh', 'store', 'attacked', 'Indore']",1
20070524,"['Welcome', 'DTH', 'arena']",0
20070525,"['Anil', 'group', 'says', 'Noida', 'SEZ', 'meets', 'contiguity', 'requirements']",0
20070530,"['Govt', 'looks', 'gas', 'Dabhol', 'restart']",1
20070605,"['mobiles', 'get', 'CNN', 'streamed']",0
20070605,"['Money', 'break', 'even', 'FY', '08', 'CEO']",0
20070612,"['Bharti', 'lose', 'Saudi', 'mobile', 'license']",0
20070614,"['CPMT', 'results', 'Mobile']",0
20070716,"['Comm', 'buys', 'US-based', 'Yipes']",0
20070810,"['invest', '10b', 'Egypt', 'petro', 'goods']",0
20070813,"['Comm', 'launch', 'tower', 'exchange']",1
20070910,"['launches', 'BlackBerry', 'service']",1
20070912,"['Govt', 'may', 'approve', 'gas', 'price']",1
20070919,"['yield', 'offer', 'king', 'fruits', 'round', 'year']",1
20070926,"['outlets', 'attacked', 'Orissa']",0
20070927,"['Retail', 'shelve', 'UP', 'Orissa', 'plans', '10k', 'jobs', 'stake']",0
20071001,"['sacks', '400', 'employees', 'Bengal']",0
20071003,"['colour', 'phone', '999']",1
20071010,"['Crude', 'hunt', 'strikes', 'oil', 'Cauvery', 'basin']",1
20071011,"['Stay', 'away', 'retail', 'told']",0
20071012,"['slows', 'retail', 'venture']",1
20071018,"['Energy', 'Q2', 'net', '34']",1
20071022,"['invest', 'Bihar', 'Mukesh']",0
20071024,"['Campaign', 'stall', 'Power', 'IPO', 'ADAG']",1
20071024,"['India', 'seek', 'nuclear', 'self-reliance', 'Thorium', 'Kalam']",1
20071025,"['Shiv', 'Sainiks', 'ransack', 'Web', 'World', 'office', 'Nasik']",1
20071107,"['may', 'partner', 'Lowe']",1
20071107,"['Traders', 'protest', 'opening', 'Fresh', 'outlets', 'Orissa']",1
20071108,"['Info', 'faces', 'power', 'theft', 'case']",0
20071109,"['Lowest', 'bidder', 'Power', 'set', 'bag', 'Krishnapatnam', 'project']",0
20071109,"['Retail', 'enter', 'branded', 'jewellery', 'mart']",0
20071116,"['India', 'achieves', 'self-reliance', 'GSLV', 'technology']",1
20071126,"['Power', 'wants', 'hike', 'IPO', 'value']",1
20071129,"['Power', 'gets', 'Krishnapatnam', 'project']",0
20071129,"['invest', '17', 'cr', 'oil', 'gas', 'exploration']",0
20071203,"['Energy', 'raise', ';', 'cr']",1
20071203,"['Energy', 'Maruti', 'power', 'Sensex']",1
20071207,"['Govt', 'refers', 'complaints', 'Power', 'IPO', 'SEBI']",0
20071213,"['Eton', 'Park', 'buys', 'MF']",1
20071219,"['Logistics', 'defers', 'East', 'plan']",0
20071219,"['SC', 'notice', 'Industries', 'Excise', 'Department', 'plea']",0
20071220,"['Indices', 'open', 'higher', 'Energy', 'TCS', 'lead']",0
20080107,"['Power', 'eyes', 'Dabhol']",1
20080111,"['Power', 'IPO', 'continue', 'Supreme', 'Court']",1
20080115,"['Anil', 'infuses', ';', '440cr', 'Power', 'IPO']",1
20080115,"['Power', 'IPO', 'subscribed', '7.7', 'times']",1
20080116,"['Dabbawalas', 'market', 'Power', 'IPO']",0
20080118,"['Power', 'IPO', 'subscribed', '72', 'times']",0
20080123,"['Anil', 'infuses', ';', '440cr', 'Power', 'IPO']",1
20080124,"['Capital', 'Q3', 'net', '86', '135', 'crore']",0
20080204,"['Infratel', 'files', 'IPO']",1
20080206,"['UP', 'govt', 'files', '66', 'cases', 'Infratel']",0
20080208,"['Soros', 'buys', 'stake', 'Entertainment']",0
20080211,"['Power', 'lists', '530', 'NSE']",0
20080211,"['Power', 'lists', '530', 'slips', '401']",0
20080218,"['Power', 'shares', 'soar', '10', 'bonus', 'issue', 'plans']",1
20080218,"['Power', 'shares', 'soar', 'bonus', 'issue', 'plans']",1
20080227,"['Advertorial', 'Life', 'Insurance', 'launches', 'unique', 'health', 'plan']",1
20080319,"['Sebi', 'probes', 'trading', 'Petroleum']",1
20080409,"['No', 'interim', 'relief', 'Power', 'land', 'acquisition', 'case']",1
20080416,"['Communications', 'ties', 'ICC', 'rankings']",1
20080421,"['Ind', 'Q4', 'net', '24', 'Rs', '912', 'cr']",0
20080428,"['Energy', 'reports', 'net', 'profit', '085', 'crores']",1
20080428,"['Energy', 'profit', '41']",1
20080502,"['MF', 'assets', 'grow', 'lakh', 'crore']",1
20080505,"['retail', 'GSM', 'handsets']",0
20080506,"['shuts', '432', 'petrol', 'pumps']",0
20080515,"['SEBI', 'clears', 'Infratel', 'IPO']",1
20080520,"['Retail', 'rope', 'international', 'partners']",0
20080522,"['surrenders', 'oil', 'blocks']",0
20080526,"['leads', 'race', 'UK-based', 'co']",0
20080527,"['Globalcom', 'buys', 'Vanco', '327', 'crore']",1
20080529,"['Ex', 'AMD', 'head', 'lead', 'semiconductor']",1
20080617,"['seeks', '1b', 'loan', 'expansion']",0
20080618,"['ADA', 'dreams', 'big', 'Spielberg', 'Co']",1
20080620,"['Infra', 'invest', 'billion', 'expansion']",0
20080707,"['MTN', 'may', 'quit', 'talks', 'Report']",0
20080718,"['Communications', 'MTN', 'end', 'talks']",1
20080813,"['Retail', 'UK', 'toy', 'maker', 'tie']",1
20080829,"['Money', 'enters', 'Eurozone']",0
20080912,"['Retail', 'downsizes', 'largest', 'hypermart']",0
20080915,"['set', '40', 'steel', 'plant', 'Jharkhand']",0
20080917,"['Did', 'shortchange', 'farmers', 'land', 'acquisition']",1
20080919,"['moves', 'HC', 'referendum', 'order', 'Maharashtra', 'SEZ']",1
20080922,"['Power', 'submits', '450crore', 'plan', 'Raigad', 'plant']",1
20080930,"['Amar', 'Singh', 'seeks', 'nod', 'Industries', 'gas', 'price']",1
20080930,"['Big', 'TV', 'increase', 'number', 'channels', '400']",1
20081014,"['Brands', 'inks', 'JV', 'Diesel']",1
20081112,"['SEZ', 'built', 'city', 'debris']",0
20081112,"['Central', 'nod', 'gas', 'AP', 'power', 'plants']",0
20081119,"['Sensex', 'closes', 'red']",1
20081125,"['aircraft', 'run', 'octroi']",1
20081204,"['Life', 'hiring', 'spree']",1
20081226,"['Petroleum', 'commissions', 'refinery', 'Jamnagar']",1
